ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,Livestock_owned,livestock_ownership,Total_Number_of_livestk_owned,Number_of_male_livestk_owned,Number_of_female_livestk_owned,mistakes_detectes_in_number_of_livestocks,Mistakes_detection_remark
3552,1,12,123,1232,12321,123211,Donkey,No,,,,,
3553,1,12,123,1232,12321,123211,Horses,No,,,,,
3554,1,12,123,1232,12321,123211,Goats,Yes,6,6,0,,
3555,1,12,123,1232,12321,123211,Sheep(ram),No,,,,,
3556,1,12,123,1232,12321,123211,Rabbits,No,,,,,
3557,1,12,123,1232,12321,123211,"Poultry(Chicken, Guinea)",Yes,15,3,12,,
3558,1,12,123,1232,12321,123211,Doves/pigeons,No,,,,,
3559,1,12,123,1232,12321,123211,Pigs,No,,,,,
3560,1,12,123,1232,12321,123211,Others specify,No,,,,,
3561,1,12,123,1232,12321,123212,Cattle,No,,,,,
3562,1,12,123,1232,12321,123212,Donkey,No,,,,,
3563,1,12,123,1232,12321,123212,Horses,No,,,,,
3564,1,12,123,1232,12321,123212,Goats,Yes,7,0,7,,
3565,1,12,123,1232,12321,123212,Sheep(ram),No,,,,,
3566,1,12,123,1232,12321,123212,Rabbits,No,,,,,
3567,1,12,123,1232,12321,123212,"Poultry(Chicken, Guinea)",Yes,50,0,50,,
3568,1,12,123,1232,12321,123212,Doves/pigeons,No,,,,,
3569,1,12,123,1232,12321,123212,Pigs,Yes,6,0,6,,
3570,1,12,123,1232,12321,123212,Others specify,No,,,,,
3571,1,12,123,1232,12321,123213,Cattle,No,,,,,
3572,1,12,123,1232,12321,123213,Donkey,No,,,,,
3573,1,12,123,1232,12321,123213,Horses,No,,,,,
3574,1,12,123,1232,12321,123213,Goats,Yes,5,0,5,,
3575,1,12,123,1232,12321,123213,Sheep(ram),No,,,,,
3576,1,12,123,1232,12321,123213,Rabbits,No,,,,,
3577,1,12,123,1232,12321,123213,"Poultry(Chicken, Guinea)",Yes,30,0,30,,
3578,1,12,123,1232,12321,123213,Doves/pigeons,No,,,,,
3579,1,12,123,1232,12321,123213,Pigs,No,,,,,
3580,1,12,123,1232,12321,123213,Others specify,No,,,,,
3581,1,12,123,1232,12321,123214,Cattle,No,,,,,
3582,1,12,123,1232,12321,123214,Donkey,No,,,,,
3583,1,12,123,1232,12321,123214,Horses,No,,,,,
3584,1,12,123,1232,12321,123214,Goats,No,,,,,
3585,1,12,123,1232,12321,123214,Sheep(ram),Yes,5,5,0,,
3586,1,12,123,1232,12321,123214,Rabbits,No,,,,,
3587,1,12,123,1232,12321,123214,"Poultry(Chicken, Guinea)",Yes,20,15,5,,
3588,1,12,123,1232,12321,123214,Doves/pigeons,No,,,,,
3589,1,12,123,1232,12321,123214,Pigs,No,,,,,
3590,1,12,123,1232,12321,123214,Others specify,No,,,,,
3591,1,12,123,1232,12321,123215,Cattle,No,,,,,
3592,1,12,123,1232,12321,123215,Donkey,No,,,,,
3593,1,12,123,1232,12321,123215,Horses,No,,,,,
3594,1,12,123,1232,12321,123215,Goats,Yes,14,14,0,,
3595,1,12,123,1232,12321,123215,Sheep(ram),No,,,,,
3596,1,12,123,1232,12321,123215,Rabbits,No,,,,,
3597,1,12,123,1232,12321,123215,"Poultry(Chicken, Guinea)",Yes,34,14,20,,
3598,1,12,123,1232,12321,123215,Doves/pigeons,No,,,,,
3599,1,12,123,1232,12321,123215,Pigs,Yes,6,6,0,,
3600,1,12,123,1232,12321,123215,Others specify,No,,,,,
3601,1,12,124,1241,12411,124111,Cattle,No,,,,,
3602,1,12,124,1241,12411,124111,Donkey,No,,,,,
3603,1,12,124,1241,12411,124111,Horses,No,,,,,
3604,1,12,124,1241,12411,124111,Goats,No,,,,,
3605,1,12,124,1241,12411,124111,Sheep(ram),Yes,2,2,0,,
3606,1,12,124,1241,12411,124111,Rabbits,No,,,,,
3607,1,12,124,1241,12411,124111,"Poultry(Chicken, Guinea)",Yes,10,2,8,,
3608,1,12,124,1241,12411,124111,Doves/pigeons,No,,,,,
3609,1,12,124,1241,12411,124111,Pigs,Yes,4,2,2,,
3610,1,12,124,1241,12411,124111,Others specify,No,,,,,
3611,1,12,124,1241,12411,124112,Cattle,No,,,,,
3612,1,12,124,1241,12411,124112,Donkey,No,,,,,
3613,1,12,124,1241,12411,124112,Horses,No,,,,,
3614,1,12,124,1241,12411,124112,Goats,Yes,7,4,3,,
3615,1,12,124,1241,12411,124112,Sheep(ram),No,,,,,
3616,1,12,124,1241,12411,124112,Rabbits,No,,,,,
3617,1,12,124,1241,12411,124112,"Poultry(Chicken, Guinea)",Yes,16,11,5,,
3618,1,12,124,1241,12411,124112,Doves/pigeons,No,,,,,
3619,1,12,124,1241,12411,124112,Pigs,No,,,,,
3620,1,12,124,1241,12411,124112,Others specify,No,,,,,
3621,1,12,124,1241,12411,124113,Cattle,No,,,,,
3622,1,12,124,1241,12411,124113,Donkey,No,,,,,
3623,1,12,124,1241,12411,124113,Horses,No,,,,,
3624,1,12,124,1241,12411,124113,Goats,No,,,,,
3625,1,12,124,1241,12411,124113,Sheep(ram),No,,,,,
3626,1,12,124,1241,12411,124113,Rabbits,No,,,,,
3627,1,12,124,1241,12411,124113,"Poultry(Chicken, Guinea)",No,,,,,
3628,1,12,124,1241,12411,124113,Doves/pigeons,No,,,,,
3629,1,12,124,1241,12411,124113,Pigs,No,,,,,
3630,1,12,124,1241,12411,124113,Others specify,Yes,2,2,0,,
3631,1,12,124,1241,12411,124114,Cattle,No,,,,,
3632,1,12,124,1241,12411,124114,Donkey,No,,,,,
3633,1,12,124,1241,12411,124114,Horses,No,,,,,
3634,1,12,124,1241,12411,124114,Goats,Yes,5,2,3,,
3635,1,12,124,1241,12411,124114,Sheep(ram),Yes,15,5,10,,
3636,1,12,124,1241,12411,124114,Rabbits,No,,,,,
3637,1,12,124,1241,12411,124114,"Poultry(Chicken, Guinea)",Yes,50,20,30,,
3638,1,12,124,1241,12411,124114,Doves/pigeons,No,,,,,
3639,1,12,124,1241,12411,124114,Pigs,No,,,,,
3640,1,12,124,1241,12411,124114,Others specify,No,,,,,
3641,1,12,124,1241,12411,124115,Cattle,No,,,,,
3642,1,12,124,1241,12411,124115,Donkey,No,,,,,
3643,1,12,124,1241,12411,124115,Horses,No,,,,,
3644,1,12,124,1241,12411,124115,Goats,No,,,,,
3645,1,12,124,1241,12411,124115,Sheep(ram),No,,,,,
3646,1,12,124,1241,12411,124115,Rabbits,No,,,,,
3647,1,12,124,1241,12411,124115,"Poultry(Chicken, Guinea)",Yes,56,50,6,,
3648,1,12,124,1241,12411,124115,Doves/pigeons,No,,,,,
3649,1,12,124,1241,12411,124115,Pigs,No,,,,,
3650,1,12,124,1241,12411,124115,Others specify,No,,,,,
3651,1,12,124,1242,12421,124211,Cattle,No,,,,,
3652,1,12,124,1242,12421,124211,Donkey,No,,,,,
3653,1,12,124,1242,12421,124211,Horses,No,,,,,
3654,1,12,124,1242,12421,124211,Goats,Yes,4,4,0,,
3655,1,12,124,1242,12421,124211,Sheep(ram),No,,,,,
3656,1,12,124,1242,12421,124211,Rabbits,No,,,,,
3657,1,12,124,1242,12421,124211,"Poultry(Chicken, Guinea)",Yes,13,13,0,,
3658,1,12,124,1242,12421,124211,Doves/pigeons,No,,,,,
3659,1,12,124,1242,12421,124211,Pigs,No,,,,,
3660,1,12,124,1242,12421,124211,Others specify,No,,,,,
3661,1,12,124,1242,12421,124212,Cattle,No,,,,,
3662,1,12,124,1242,12421,124212,Donkey,No,,,,,
3663,1,12,124,1242,12421,124212,Horses,No,,,,,
3664,1,12,124,1242,12421,124212,Goats,Yes,6,4,2,,
3665,1,12,124,1242,12421,124212,Sheep(ram),No,,,,,
3666,1,12,124,1242,12421,124212,Rabbits,No,,,,,
3667,1,12,124,1242,12421,124212,"Poultry(Chicken, Guinea)",Yes,15,10,5,,
3668,1,12,124,1242,12421,124212,Doves/pigeons,No,,,,,
3669,1,12,124,1242,12421,124212,Pigs,No,,,,,
3670,1,12,124,1242,12421,124212,Others specify,No,,,,,
3671,1,12,124,1242,12421,124213,Cattle,No,,,,,
3672,1,12,124,1242,12421,124213,Donkey,No,,,,,
3673,1,12,124,1242,12421,124213,Horses,No,,,,,
3674,1,12,124,1242,12421,124213,Goats,Yes,30,30,0,,
3675,1,12,124,1242,12421,124213,Sheep(ram),No,,,,,
3676,1,12,124,1242,12421,124213,Rabbits,No,,,,,
3677,1,12,124,1242,12421,124213,"Poultry(Chicken, Guinea)",Yes,40,0,40,,
3678,1,12,124,1242,12421,124213,Doves/pigeons,No,,,,,
3679,1,12,124,1242,12421,124213,Pigs,No,,,,,
3680,1,12,124,1242,12421,124213,Others specify,No,,,,,
3681,1,12,124,1242,12421,124214,Cattle,No,,,,,
3682,1,12,124,1242,12421,124214,Donkey,No,,,,,
3683,1,12,124,1242,12421,124214,Horses,No,,,,,
3684,1,12,124,1242,12421,124214,Goats,No,,,,,
3685,1,12,124,1242,12421,124214,Sheep(ram),No,,,,,
3686,1,12,124,1242,12421,124214,Rabbits,No,,,,,
3687,1,12,124,1242,12421,124214,"Poultry(Chicken, Guinea)",No,,,,,
3688,1,12,124,1242,12421,124214,Doves/pigeons,No,,,,,
3689,1,12,124,1242,12421,124214,Pigs,No,,,,,
3690,1,12,124,1242,12421,124214,Others specify,No,,,,,
3691,1,12,124,1242,12421,124215,Cattle,No,,,,,
3692,1,12,124,1242,12421,124215,Donkey,No,,,,,
3693,1,12,124,1242,12421,124215,Horses,No,,,,,
3694,1,12,124,1242,12421,124215,Goats,Yes,2,2,0,,
3695,1,12,124,1242,12421,124215,Sheep(ram),No,,,,,
3696,1,12,124,1242,12421,124215,Rabbits,No,,,,,
3697,1,12,124,1242,12421,124215,"Poultry(Chicken, Guinea)",Yes,9,5,5,above range,male livestock(s) in addition to the number of female livestock(s) is above the total number of livestocks.
3698,1,12,124,1242,12421,124215,Doves/pigeons,No,,,,,
3699,1,12,124,1242,12421,124215,Pigs,No,,,,,
3700,1,12,124,1242,12421,124215,Others specify,No,,,,,
3701,1,12,124,1243,12431,124311,Cattle,No,,,,,
3702,1,12,124,1243,12431,124311,Donkey,No,,,,,
3703,1,12,124,1243,12431,124311,Horses,No,,,,,
3704,1,12,124,1243,12431,124311,Goats,Yes,60,60,0,,
3705,1,12,124,1243,12431,124311,Sheep(ram),No,,,,,
3706,1,12,124,1243,12431,124311,Rabbits,No,,,,,
3707,1,12,124,1243,12431,124311,"Poultry(Chicken, Guinea)",Yes,100,30,70,,
3708,1,12,124,1243,12431,124311,Doves/pigeons,No,,,,,
3709,1,12,124,1243,12431,124311,Pigs,Yes,15,15,0,,
3710,1,12,124,1243,12431,124311,Others specify,No,,,,,
3711,1,12,124,1243,12431,124312,Cattle,No,,,,,
3712,1,12,124,1243,12431,124312,Donkey,No,,,,,
3713,1,12,124,1243,12431,124312,Horses,No,,,,,
3714,1,12,124,1243,12431,124312,Goats,Yes,7,3,4,,
3715,1,12,124,1243,12431,124312,Sheep(ram),No,,,,,
3716,1,12,124,1243,12431,124312,Rabbits,No,,,,,
3717,1,12,124,1243,12431,124312,"Poultry(Chicken, Guinea)",Yes,16,5,11,,
3718,1,12,124,1243,12431,124312,Doves/pigeons,No,,,,,
3719,1,12,124,1243,12431,124312,Pigs,No,,,,,
3720,1,12,124,1243,12431,124312,Others specify,No,,,,,
3721,1,12,124,1243,12431,124313,Cattle,No,,,,,
3722,1,12,124,1243,12431,124313,Donkey,No,,,,,
3723,1,12,124,1243,12431,124313,Horses,No,,,,,
3724,1,12,124,1243,12431,124313,Goats,Yes,10,4,6,,
3725,1,12,124,1243,12431,124313,Sheep(ram),Yes,7,4,3,,
3726,1,12,124,1243,12431,124313,Rabbits,No,,,,,
3727,1,12,124,1243,12431,124313,"Poultry(Chicken, Guinea)",Yes,13,8,5,,
3728,1,12,124,1243,12431,124313,Doves/pigeons,No,,,,,
3729,1,12,124,1243,12431,124313,Pigs,No,,,,,
3730,1,12,124,1243,12431,124313,Others specify,Yes,2,1,1,,
3731,1,12,124,1243,12431,124314,Cattle,No,,,,,
3732,1,12,124,1243,12431,124314,Donkey,No,,,,,
3733,1,12,124,1243,12431,124314,Horses,No,,,,,
3734,1,12,124,1243,12431,124314,Goats,Yes,6,2,4,,
3735,1,12,124,1243,12431,124314,Sheep(ram),No,,,,,
3736,1,12,124,1243,12431,124314,Rabbits,No,,,,,
3737,1,12,124,1243,12431,124314,"Poultry(Chicken, Guinea)",Yes,10,1,9,,
3738,1,12,124,1243,12431,124314,Doves/pigeons,No,,,,,
3739,1,12,124,1243,12431,124314,Pigs,Yes,2,2,0,,
3740,1,12,124,1243,12431,124314,Others specify,No,,,,,
3741,1,12,124,1243,12431,124315,Cattle,No,,,,,
3742,1,12,124,1243,12431,124315,Donkey,No,,,,,
3743,1,12,124,1243,12431,124315,Horses,No,,,,,
3744,1,12,124,1243,12431,124315,Goats,Yes,2,2,0,,
3745,1,12,124,1243,12431,124315,Sheep(ram),No,,,,,
3746,1,12,124,1243,12431,124315,Rabbits,No,,,,,
3747,1,12,124,1243,12431,124315,"Poultry(Chicken, Guinea)",Yes,20,0,20,,
3748,1,12,124,1243,12431,124315,Doves/pigeons,No,,,,,
3749,1,12,124,1243,12431,124315,Pigs,No,,,,,
3750,1,12,124,1243,12431,124315,Others specify,No,,,,,
3751,1,12,124,1244,12441,124411,Cattle,No,,,,,
3752,1,12,124,1244,12441,124411,Donkey,No,,,,,
3753,1,12,124,1244,12441,124411,Horses,No,,,,,
3754,1,12,124,1244,12441,124411,Goats,Yes,3,3,0,,
3755,1,12,124,1244,12441,124411,Sheep(ram),No,,,,,
3756,1,12,124,1244,12441,124411,Rabbits,No,,,,,
3757,1,12,124,1244,12441,124411,"Poultry(Chicken, Guinea)",No,,,,,
3758,1,12,124,1244,12441,124411,Doves/pigeons,No,,,,,
3759,1,12,124,1244,12441,124411,Pigs,Yes,2,2,0,,
3760,1,12,124,1244,12441,124411,Others specify,No,,,,,
3761,1,12,124,1244,12441,124412,Cattle,No,,,,,
3762,1,12,124,1244,12441,124412,Donkey,No,,,,,
3763,1,12,124,1244,12441,124412,Horses,No,,,,,
3764,1,12,124,1244,12441,124412,Goats,No,,,,,
3765,1,12,124,1244,12441,124412,Sheep(ram),No,,,,,
3766,1,12,124,1244,12441,124412,Rabbits,No,,,,,
3767,1,12,124,1244,12441,124412,"Poultry(Chicken, Guinea)",Yes,10,5,5,,
3768,1,12,124,1244,12441,124412,Doves/pigeons,No,,,,,
3769,1,12,124,1244,12441,124412,Pigs,No,,,,,
3770,1,12,124,1244,12441,124412,Others specify,No,,,,,
3771,1,12,124,1244,12441,124413,Cattle,No,,,,,
3772,1,12,124,1244,12441,124413,Donkey,No,,,,,
3773,1,12,124,1244,12441,124413,Horses,No,,,,,
3774,1,12,124,1244,12441,124413,Goats,Yes,9,5,4,,
3775,1,12,124,1244,12441,124413,Sheep(ram),No,,,,,
3776,1,12,124,1244,12441,124413,Rabbits,No,,,,,
3777,1,12,124,1244,12441,124413,"Poultry(Chicken, Guinea)",Yes,10,0,10,,
3778,1,12,124,1244,12441,124413,Doves/pigeons,No,,,,,
3779,1,12,124,1244,12441,124413,Pigs,No,,,,,
3780,1,12,124,1244,12441,124413,Others specify,Yes,3,0,3,,
3781,1,12,124,1244,12441,124414,Cattle,No,,,,,
3782,1,12,124,1244,12441,124414,Donkey,No,,,,,
3783,1,12,124,1244,12441,124414,Horses,No,,,,,
3784,1,12,124,1244,12441,124414,Goats,Yes,6,2,4,,
3785,1,12,124,1244,12441,124414,Sheep(ram),No,,,,,
3786,1,12,124,1244,12441,124414,Rabbits,No,,,,,
3787,1,12,124,1244,12441,124414,"Poultry(Chicken, Guinea)",Yes,11,3,8,,
3788,1,12,124,1244,12441,124414,Doves/pigeons,No,,,,,
3789,1,12,124,1244,12441,124414,Pigs,No,,,,,
3790,1,12,124,1244,12441,124414,Others specify,Yes,3,1,2,,
3791,1,12,124,1244,12441,124415,Cattle,No,,,,,
3792,1,12,124,1244,12441,124415,Donkey,No,,,,,
3793,1,12,124,1244,12441,124415,Horses,No,,,,,
3794,1,12,124,1244,12441,124415,Goats,Yes,5,5,0,,
3795,1,12,124,1244,12441,124415,Sheep(ram),No,,,,,
3796,1,12,124,1244,12441,124415,Rabbits,No,,,,,
3797,1,12,124,1244,12441,124415,"Poultry(Chicken, Guinea)",No,,,,,
3798,1,12,124,1244,12441,124415,Doves/pigeons,No,,,,,
3799,1,12,124,1244,12441,124415,Pigs,Yes,3,3,0,,
3800,1,12,124,1244,12441,124415,Others specify,No,,,,,
3801,1,12,124,1245,12451,124511,Cattle,No,,,,,
3802,1,12,124,1245,12451,124511,Donkey,No,,,,,
3803,1,12,124,1245,12451,124511,Horses,No,,,,,
3804,1,12,124,1245,12451,124511,Goats,Yes,7,4,3,,
3805,1,12,124,1245,12451,124511,Sheep(ram),Yes,5,0,5,,
3806,1,12,124,1245,12451,124511,Rabbits,No,,,,,
3807,1,12,124,1245,12451,124511,"Poultry(Chicken, Guinea)",Yes,20,0,20,,
3808,1,12,124,1245,12451,124511,Doves/pigeons,No,,,,,
3809,1,12,124,1245,12451,124511,Pigs,Yes,1,1,0,,
3810,1,12,124,1245,12451,124511,Others specify,No,,,,,
3811,1,12,124,1245,12451,124512,Cattle,No,,,,,
3812,1,12,124,1245,12451,124512,Donkey,No,,,,,
3813,1,12,124,1245,12451,124512,Horses,No,,,,,
3814,1,12,124,1245,12451,124512,Goats,Yes,30,20,10,,
3815,1,12,124,1245,12451,124512,Sheep(ram),Yes,15,10,5,,
3816,1,12,124,1245,12451,124512,Rabbits,No,,,,,
3817,1,12,124,1245,12451,124512,"Poultry(Chicken, Guinea)",Yes,25,20,5,,
3818,1,12,124,1245,12451,124512,Doves/pigeons,No,,,,,
3819,1,12,124,1245,12451,124512,Pigs,Yes,4,0,4,,
3820,1,12,124,1245,12451,124512,Others specify,No,,,,,
3821,1,12,124,1245,12451,124513,Cattle,No,,,,,
3822,1,12,124,1245,12451,124513,Donkey,No,,,,,
3823,1,12,124,1245,12451,124513,Horses,No,,,,,
3824,1,12,124,1245,12451,124513,Goats,Yes,3,3,0,,
3825,1,12,124,1245,12451,124513,Sheep(ram),No,,,,,
3826,1,12,124,1245,12451,124513,Rabbits,No,,,,,
3827,1,12,124,1245,12451,124513,"Poultry(Chicken, Guinea)",Yes,10,0,10,,
3828,1,12,124,1245,12451,124513,Doves/pigeons,No,,,,,
3829,1,12,124,1245,12451,124513,Pigs,No,,,,,
3830,1,12,124,1245,12451,124513,Others specify,No,,,,,
3831,1,12,124,1245,12451,124514,Cattle,No,,,,,
3832,1,12,124,1245,12451,124514,Donkey,No,,,,,
3833,1,12,124,1245,12451,124514,Horses,No,,,,,
3834,1,12,124,1245,12451,124514,Goats,Yes,1,1,0,,
3835,1,12,124,1245,12451,124514,Sheep(ram),No,,,,,
3836,1,12,124,1245,12451,124514,Rabbits,No,,,,,
3837,1,12,124,1245,12451,124514,"Poultry(Chicken, Guinea)",Yes,20,13,7,,
3838,1,12,124,1245,12451,124514,Doves/pigeons,No,,,,,
3839,1,12,124,1245,12451,124514,Pigs,Yes,10,10,0,,
3840,1,12,124,1245,12451,124514,Others specify,No,,,,,
3841,1,12,124,1245,12451,124515,Cattle,No,,,,,
3842,1,12,124,1245,12451,124515,Donkey,No,,,,,
3843,1,12,124,1245,12451,124515,Horses,No,,,,,
3844,1,12,124,1245,12451,124515,Goats,Yes,5,4,1,,
3845,1,12,124,1245,12451,124515,Sheep(ram),No,,,,,
3846,1,12,124,1245,12451,124515,Rabbits,No,,,,,
3847,1,12,124,1245,12451,124515,"Poultry(Chicken, Guinea)",Yes,25,13,12,,
3848,1,12,124,1245,12451,124515,Doves/pigeons,No,,,,,
3849,1,12,124,1245,12451,124515,Pigs,No,,,,,
3850,1,12,124,1245,12451,124515,Others specify,No,,,,,
3851,1,12,125,1252,12521,125211,Cattle,No,,,,,
3852,1,12,125,1252,12521,125211,Donkey,No,,,,,
3853,1,12,125,1252,12521,125211,Horses,No,,,,,
3854,1,12,125,1252,12521,125211,Goats,Yes,5,3,2,,
3855,1,12,125,1252,12521,125211,Sheep(ram),No,,,,,
3856,1,12,125,1252,12521,125211,Rabbits,No,,,,,
3857,1,12,125,1252,12521,125211,"Poultry(Chicken, Guinea)",Yes,15,5,10,,
3858,1,12,125,1252,12521,125211,Doves/pigeons,No,,,,,
3859,1,12,125,1252,12521,125211,Pigs,No,,,,,
3860,1,12,125,1252,12521,125211,Others specify,No,,,,,
3861,1,12,125,1252,12521,125212,Cattle,No,,,,,
3862,1,12,125,1252,12521,125212,Donkey,No,,,,,
3863,1,12,125,1252,12521,125212,Horses,No,,,,,
3864,1,12,125,1252,12521,125212,Goats,Yes,,,,,
3865,1,12,125,1252,12521,125212,Sheep(ram),No,,,,,
3866,1,12,125,1252,12521,125212,Rabbits,No,,,,,
3867,1,12,125,1252,12521,125212,"Poultry(Chicken, Guinea)",Yes,,,,,
3868,1,12,125,1252,12521,125212,Doves/pigeons,No,,,,,
3869,1,12,125,1252,12521,125212,Pigs,No,,,,,
3870,1,12,125,1252,12521,125212,Others specify,No,,,,,
3871,1,12,125,1252,12521,125213,Cattle,No,,,,,
3872,1,12,125,1252,12521,125213,Donkey,No,,,,,
3873,1,12,125,1252,12521,125213,Horses,No,,,,,
3874,1,12,125,1252,12521,125213,Goats,Yes,15,15,0,,
3875,1,12,125,1252,12521,125213,Sheep(ram),No,,,,,
3876,1,12,125,1252,12521,125213,Rabbits,No,,,,,
3877,1,12,125,1252,12521,125213,"Poultry(Chicken, Guinea)",Yes,60,20,40,,
3878,1,12,125,1252,12521,125213,Doves/pigeons,No,,,,,
3879,1,12,125,1252,12521,125213,Pigs,No,,,,,
3880,1,12,125,1252,12521,125213,Others specify,No,,,,,
3881,1,12,125,1252,12521,125214,Cattle,No,,,,,
3882,1,12,125,1252,12521,125214,Donkey,No,,,,,
3883,1,12,125,1252,12521,125214,Horses,No,,,,,
3884,1,12,125,1252,12521,125214,Goats,No,,,,,
3885,1,12,125,1252,12521,125214,Sheep(ram),No,,,,,
3886,1,12,125,1252,12521,125214,Rabbits,No,,,,,
3887,1,12,125,1252,12521,125214,"Poultry(Chicken, Guinea)",Yes,30,25,5,,
3888,1,12,125,1252,12521,125214,Doves/pigeons,No,,,,,
3889,1,12,125,1252,12521,125214,Pigs,No,,,,,
3890,1,12,125,1252,12521,125214,Others specify,No,,,,,
3891,1,12,125,1252,12521,125215,Cattle,No,,,,,
3892,1,12,125,1252,12521,125215,Donkey,No,,,,,
3893,1,12,125,1252,12521,125215,Horses,No,,,,,
3894,1,12,125,1252,12521,125215,Goats,Yes,5,5,0,,
3895,1,12,125,1252,12521,125215,Sheep(ram),No,,,,,
3896,1,12,125,1252,12521,125215,Rabbits,No,,,,,
3897,1,12,125,1252,12521,125215,"Poultry(Chicken, Guinea)",Yes,10,10,0,,
3898,1,12,125,1252,12521,125215,Doves/pigeons,No,,,,,
3899,1,12,125,1252,12521,125215,Pigs,No,,,,,
3900,1,12,125,1252,12521,125215,Others specify,No,,,,,
3901,1,12,126,1261,12611,126111,Cattle,No,,,,,
3902,1,12,126,1261,12611,126111,Donkey,No,,,,,
3903,1,12,126,1261,12611,126111,Horses,No,,,,,
3904,1,12,126,1261,12611,126111,Goats,No,,,,,
3905,1,12,126,1261,12611,126111,Sheep(ram),No,,,,,
3906,1,12,126,1261,12611,126111,Rabbits,No,,,,,
3907,1,12,126,1261,12611,126111,"Poultry(Chicken, Guinea)",No,,,,,
3908,1,12,126,1261,12611,126111,Doves/pigeons,No,,,,,
3909,1,12,126,1261,12611,126111,Pigs,No,,,,,
3910,1,12,126,1261,12611,126111,Others specify,No,,,,,
3911,1,12,126,1261,12611,126112,Cattle,No,,,,,
3912,1,12,126,1261,12611,126112,Donkey,No,,,,,
3913,1,12,126,1261,12611,126112,Horses,No,,,,,
3914,1,12,126,1261,12611,126112,Goats,Yes,9,3,6,,
3915,1,12,126,1261,12611,126112,Sheep(ram),No,,,,,
3916,1,12,126,1261,12611,126112,Rabbits,No,,,,,
3917,1,12,126,1261,12611,126112,"Poultry(Chicken, Guinea)",Yes,23,13,10,,
3918,1,12,126,1261,12611,126112,Doves/pigeons,No,,,,,
3919,1,12,126,1261,12611,126112,Pigs,No,,,,,
3920,1,12,126,1261,12611,126112,Others specify,No,,,,,
3921,1,12,126,1261,12611,126113,Cattle,No,,,,,
3922,1,12,126,1261,12611,126113,Donkey,No,,,,,
3923,1,12,126,1261,12611,126113,Horses,No,,,,,
3924,1,12,126,1261,12611,126113,Goats,Yes,5,5,0,,
3925,1,12,126,1261,12611,126113,Sheep(ram),No,,,,,
3926,1,12,126,1261,12611,126113,Rabbits,No,,,,,
3927,1,12,126,1261,12611,126113,"Poultry(Chicken, Guinea)",Yes,20,8,12,,
3928,1,12,126,1261,12611,126113,Doves/pigeons,Yes,40,40,0,,
3929,1,12,126,1261,12611,126113,Pigs,No,,,,,
3930,1,12,126,1261,12611,126113,Others specify,No,,,,,
3931,1,12,126,1261,12611,126114,Cattle,No,,,,,
3932,1,12,126,1261,12611,126114,Donkey,No,,,,,
3933,1,12,126,1261,12611,126114,Horses,No,,,,,
3934,1,12,126,1261,12611,126114,Goats,Yes,2,2,0,,
3935,1,12,126,1261,12611,126114,Sheep(ram),No,,,,,
3936,1,12,126,1261,12611,126114,Rabbits,No,,,,,
3937,1,12,126,1261,12611,126114,"Poultry(Chicken, Guinea)",Yes,15,15,0,,
3938,1,12,126,1261,12611,126114,Doves/pigeons,No,,,,,
3939,1,12,126,1261,12611,126114,Pigs,No,,,,,
3940,1,12,126,1261,12611,126114,Others specify,No,,,,,
3941,1,12,126,1261,12611,126115,Cattle,No,,,,,
3942,1,12,126,1261,12611,126115,Donkey,No,,,,,
3943,1,12,126,1261,12611,126115,Horses,No,,,,,
3944,1,12,126,1261,12611,126115,Goats,No,,,,,
3945,1,12,126,1261,12611,126115,Sheep(ram),No,,,,,
3946,1,12,126,1261,12611,126115,Rabbits,No,,,,,
3947,1,12,126,1261,12611,126115,"Poultry(Chicken, Guinea)",Yes,10,10,0,,
3948,1,12,126,1261,12611,126115,Doves/pigeons,No,,,,,
3949,1,12,126,1261,12611,126115,Pigs,No,,,,,
3950,1,12,126,1261,12611,126115,Others specify,No,,,,,
3951,1,12,126,1262,12621,126211,Cattle,No,,,,,
3952,1,12,126,1262,12621,126211,Donkey,No,,,,,
3953,1,12,126,1262,12621,126211,Horses,No,,,,,
3954,1,12,126,1262,12621,126211,Goats,Yes,11,7,4,,
3955,1,12,126,1262,12621,126211,Sheep(ram),No,,,,,
3956,1,12,126,1262,12621,126211,Rabbits,No,,,,,
3957,1,12,126,1262,12621,126211,"Poultry(Chicken, Guinea)",Yes,30,10,20,,
3958,1,12,126,1262,12621,126211,Doves/pigeons,No,,,,,
3959,1,12,126,1262,12621,126211,Pigs,Yes,8,8,0,,
3960,1,12,126,1262,12621,126211,Others specify,No,,,,,
3961,1,12,126,1262,12621,126212,Cattle,No,,,,,
3962,1,12,126,1262,12621,126212,Donkey,No,,,,,
3963,1,12,126,1262,12621,126212,Horses,No,,,,,
3964,1,12,126,1262,12621,126212,Goats,Yes,7,7,0,,
3965,1,12,126,1262,12621,126212,Sheep(ram),No,,,,,
3966,1,12,126,1262,12621,126212,Rabbits,No,,,,,
3967,1,12,126,1262,12621,126212,"Poultry(Chicken, Guinea)",Yes,42,40,2,,
3968,1,12,126,1262,12621,126212,Doves/pigeons,No,,,,,
3969,1,12,126,1262,12621,126212,Pigs,No,,,,,
3970,1,12,126,1262,12621,126212,Others specify,No,,,,,
3971,1,12,126,1262,12621,126213,Cattle,No,,,,,
